,Animation Length,Torso Verticality Mean,Torso Verticality Std.,Instability,Root Energy,Hand Energy,Foot Energy,Head Energy
23_22,181,0.9958624475000001,0.0024434974,2.6489449658,0.1446291173,0.1446291173,0.3002549997,0.030656044900000002
23_23,215,0.9969210011,0.001653537,3.659146848,0.1796841716,0.1796841716,0.3551892833,0.0244164078
23_24,214,0.99505058,0.0032549389,3.2671622611,0.17953692300000001,0.17953692300000001,0.36662772050000003,0.0307191545
23_25,175,0.9977212853,0.001258552,1.8838590328,0.1778907426,0.1778907426,0.3228129954,0.0238845811
24_01,2072,0.9881104863000001,0.025818752900000002,0.3765497785,0.1117448013,0.1117448013,0.0116105255,0.0253216525
25_01,1618,0.9686550692,0.0918350113,1.0110086227,0.1336193514,0.1336193514,0.0427468414,0.0178472268
26_01,833,0.9972794943000001,0.0039285892,1.3306993092,0.10107656940000001,0.10107656940000001,0.2271067307,0.0141109252
26_02,6058,0.9987639902000001,0.0022942519,0.48730657730000004,0.1491015561,0.1491015561,0.028489891000000003,0.0114081847
26_03,2246,0.9660861276,0.0759973525,0.4359117964,0.10537861250000001,0.10537861250000001,0.0147228032,0.018377204
26_04,2165,0.9714217393000001,0.055878686000000004,0.4349540208,0.10300112930000001,0.10300112930000001,0.0140458218,0.0175522434
26_05,3635,0.9778296794,0.0372059869,0.6445324489,0.1705775841,0.1705775841,0.0189930322,0.0168317154
26_06,3602,0.9939939296,0.0094921967,0.627446717,0.1553365777,0.1553365777,0.0169143961,0.0129074788
26_07,7757,0.9885537712,0.0355883612,0.6369331877000001,0.1336510024,0.1336510024,0.0173873173,0.0136801848
26_08,7670,0.9883787079,0.0275987878,0.6402931745,0.1206647294,0.1206647294,0.016103584100000002,0.0150147166
26_09,740,0.7737079122,0.2873369738,0.7328351072,0.06140222100000001,0.06140222100000001,0.0711645852,0.035304616000000004
26_10,697,0.6924261834000001,0.38382228500000004,0.9051940857,0.1011481277,0.1011481277,0.0666408823,0.0477267699
26_11,549,0.5214752463,0.5911484589,0.7768126356,0.15735924710000002,0.15735924710000002,0.0397195972,0.07850408390000001
27_01,1033,0.9975036058000001,0.0031913127,0.8027607767,0.0802605494,0.0802605494,0.1762788505,0.012540177900000001
27_02,3565,0.9993826809,0.0004437635,0.5005092162,0.1169841724,0.1169841724,0.0233052688,0.0046304255
27_03,2150,0.9811165780000001,0.0335285498,0.3757294284,0.055386000500000004,0.055386000500000004,0.011046399600000001,0.019748602100000002
27_04,3644,0.9477051867,0.104781734,0.5352857607,0.1912794962,0.1912794962,0.023414761500000002,0.0453460045
27_05,7722,0.9359344863,0.13274224510000002,0.5995599294,0.1861528748,0.1861528748,0.0331679059,0.044431525900000005
27_06,2870,0.9984136056,0.0009827815,0.48333015360000003,0.130172224,0.130172224,0.0085965785,0.0044713961
27_07,1791,0.9666950977000001,0.0527749777,0.4715175587,0.068408067,0.068408067,0.0143746253,0.029618716000000003
27_08,3511,0.9547683217,0.0977036966,0.5050971687,0.19422697700000002,0.19422697700000002,0.019892922,0.037682089700000004
27_09,3775,0.9577488337000001,0.0914099243,0.46357521890000003,0.1657789052,0.1657789052,0.0196785881,0.0322786324
27_10,7798,0.9575052311000001,0.08407720810000001,0.5350172333000001,0.1793405499,0.1793405499,0.024007036500000002,0.0345746657
27_11,1937,0.9229751825,0.2179482325,0.45821515490000003,0.074647104,0.074647104,0.022093925900000002,0.037631295
28_01,3205,0.9995664749000001,0.0006624423000000001,3.1972377588,0.1764785013,0.1764785013,0.0280764209,0.0049356797
28_02,2136,0.9600992197,0.1438709638,0.6867222503,0.2035773646,0.2035773646,0.0170013147,0.0212113336
28_03,3772,0.9857183598,0.017983941,0.6065658038,0.32548705850000004,0.32548705850000004,0.0307486645,0.0238958522
28_04,7898,0.9105381136,0.2681720013,0.6824934846,0.21262098100000001,0.21262098100000001,0.0275102388,0.028993399700000002
28_05,3243,0.9961452943,0.0026074602,0.4536097698,0.1632382674,0.1632382674,0.0220961266,0.0048172711
28_06,2213,0.9573245275000001,0.1417082467,0.5325910132,0.2054064288,0.2054064288,0.017654154000000002,0.021688747600000002
28_07,3658,0.9582461164,0.0657277553,0.6122987139,0.33868739800000003,0.33868739800000003,0.0351203665,0.037018674700000004
28_08,7940,0.9540208434,0.0784962367,0.47932991020000004,0.20052470260000002,0.20052470260000002,0.0218635567,0.028055703300000002
28_09,1713,0.5561544294,0.5234083361,3.0354219923,0.2151074288,0.2151074288,0.0873316819,0.086690003
28_10,2075,-0.020690088500000002,0.4801387031,3.1927998395,0.0876602663,0.0876602663,0.0657247604,0.08447648590000001
28_11,6616,0.5460293575,0.48106781130000004,0.6669996691,0.19675033690000002,0.19675033690000002,0.0305193219,0.0387878746
28_12,5147,0.9782217695000001,0.023776353,0.44037332370000004,0.1129471608,0.1129471608,0.020725001700000002,0.023115600700000002
28_13,5889,0.6178734567,0.2009819062,0.6398348122,0.1041717676,0.1041717676,0.0284306128,0.0234625068
28_14,3742,0.6936434775,0.2958675535,0.5849226499,0.0842396764,0.0842396764,0.0142516016,0.0168332606
28_15,3443,0.6577099383,0.1354195879,0.8967147933,0.47539409130000004,0.47539409130000004,0.058526567,0.0424804104
28_16,5601,0.9670659343,0.0434531014,0.4320993127,0.12666736450000002,0.12666736450000002,0.023340106200000002,0.0294750633
28_17,5338,0.9747305841,0.0149239491,0.2916973966,0.0452319147,0.0452319147,0.0177134304,0.0243336606
28_18,4246,0.5229433024,0.2971561461,0.601087039,0.1310244305,0.1310244305,0.0311310593,0.0420293999
28_19,4522,0.8134667995,0.1171665452,0.6959420339,0.2032511469,0.2032511469,0.0551764385,0.0623268861
29_01,1316,0.9847334123,0.0083264402,0.793828568,0.06953010130000001,0.06953010130000001,0.169050253,0.0207590931
29_02,3119,0.9942990981000001,0.0036111223,0.49347928760000004,0.1469332048,0.1469332048,0.015336671000000001,0.0094067205
29_03,2260,0.9515487341000001,0.0732206662,0.4499773541,0.0648441827,0.0648441827,0.0215280524,0.021696807800000002
29_04,3833,0.96896496,0.0295661721,0.49092097440000004,0.1932145203,0.1932145203,0.0274434127,0.0324968475
29_05,3718,0.9691240322,0.0263888364,0.4503851305,0.1644711981,0.1644711981,0.021658750600000002,0.0253845186
29_06,8042,0.9393038161,0.0632216308,0.5111207905,0.169525477,0.169525477,0.0298063696,0.024445353000000003
29_07,3150,0.9927788295000001,0.0046392154000000005,0.4284891722,0.1529450728,0.1529450728,0.0128404659,0.0080939257
29_08,2284,0.9672179673,0.05297675,0.43275510780000004,0.071851068,0.071851068,0.020790428,0.0225680867
29_09,3737,0.9763091385,0.0171794204,0.3991455497,0.1446543659,0.1446543659,0.019508361300000002,0.0178360695
29_10,7951,0.9580165992,0.0440167242,0.5281073356,0.1289564263,0.1289564263,0.0231575542,0.0181715523
29_11,3720,0.9582873807000001,0.038284551,0.43079435060000004,0.17098753860000002,0.17098753860000002,0.0330013063,0.0229183515
29_12,15024,0.9426163887000001,0.055679169300000005,0.4818266731,0.1399680676,0.1399680676,0.0326104938,0.022676533000000002
29_13,14667,0.9497727798000001,0.0498901865,0.4514505916,0.1856602242,0.1856602242,0.0354274208,0.0264250142
29_14,3377,0.8735279129,0.0649511977,0.42274468860000003,0.123765758,0.123765758,0.0321160346,0.0285585564
29_15,4428,0.854075633,0.057310372400000004,0.4757052618,0.2100873536,0.2100873536,0.0497822245,0.0382035505
29_16,4433,0.9553208711000001,0.019567470400000002,0.43499438160000004,0.14314416060000001,0.14314416060000001,0.041330058100000004,0.0226989719
29_17,4306,0.9284375105,0.0460521328,0.4844904741,0.1203408945,0.1203408945,0.0448052816,0.0284180669
29_18,5960,0.9633898526,0.0171403475,0.3636192976,0.0889376385,0.0889376385,0.0190618745,0.0154021959
29_19,3565,0.8584930983,0.0609295164,0.4823645274,0.1808074567,0.1808074567,0.0440436926,0.0364283609
29_20,3727,0.7931675572,0.0930180352,0.49175372850000004,0.2213448271,0.2213448271,0.0533770711,0.053735648600000005
29_21,3995,0.8998636179,0.040137454600000004,0.417998613,0.1144699809,0.1144699809,0.0309670973,0.0258186421
29_22,3261,0.9517562036,0.0184239378,0.41502001110000003,0.0832691681,0.0832691681,0.016743396,0.020553358100000002
29_23,4585,0.9015730541,0.044222578900000004,0.4803954016,0.2423938923,0.2423938923,0.048535776,0.0364034803
29_24,4252,0.9071239367,0.0903846989,0.5337157951,0.0526215758,0.0526215758,0.046230526800000005,0.0593263333
29_25,4446,0.8576158779,0.053243167,0.5410711747,0.23656073390000001,0.23656073390000001,0.0512998236,0.0246975402
30_01,3231,0.9990959335,0.0007142563,0.3731475707,0.1161636109,0.1161636109,0.025297205700000002,0.0052416978
30_02,2382,0.9764679308,0.0680550344,0.3942307966,0.08996655020000001,0.08996655020000001,0.0230394262,0.0215167683
30_03,4174,0.9515448533,0.0750932203,0.6447072644,0.2976114708,0.2976114708,0.0515125554,0.062405278
30_04,3701,0.9540338351000001,0.0909779466,0.5878093545,0.2357952089,0.2357952089,0.0412388927,0.0507505563
30_05,966,0.9729049086,0.0476227526,0.5046567232,0.14623066880000002,0.14623066880000002,0.0287289106,0.0273435304
30_06,8040,0.9227876646000001,0.1694564485,0.5687797898,0.2345739376,0.2345739376,0.0477221444,0.045136393500000004
30_07,3157,0.9986488739,0.0016063299,0.35416149490000004,0.1290700552,0.1290700552,0.026326976300000002,0.0071704598
30_08,2194,0.9691636258,0.0781156803,0.37626649160000003,0.09561203330000001,0.09561203330000001,0.0224339193,0.0334873615
30_09,3759,0.9564211818,0.07401192100000001,0.5440153361,0.18734779270000002,0.18734779270000002,0.0327865242,0.0381233977
30_10,7972,0.9541064644,0.08897482720000001,0.5360977507,0.1937074171,0.1937074171,0.0385544813,0.0367785776
30_11,14909,0.9615562199000001,0.058878979000000005,0.6003212956,0.2097626719,0.2097626719,0.0375346053,0.0415029252
30_12,14762,0.9582011808,0.0637411461,0.5602153052000001,0.2007603208,0.2007603208,0.0354210196,0.039348964800000004
30_13,1965,0.9891124137,0.0077043824,0.5696665283,0.13363525680000002,0.13363525680000002,0.0286047579,0.033749958000000004
30_14,2575,0.6908773423,0.2417202522,0.5761559295,0.15330338070000002,0.15330338070000002,0.0330986658,0.040275309
30_15,3216,0.8030446557,0.1091392184,0.5067576472,0.1812451186,0.1812451186,0.035208872,0.0553642718
30_16,3620,0.6654147037,0.16157179230000002,0.8864318713,0.1954299769,0.1954299769,0.0831428012,0.051517462
30_17,2902,0.868239058,0.0840393452,0.4946967956,0.1143945019,0.1143945019,0.0255693582,0.0338302175
30_18,3567,0.9555722695000001,0.0465967157,0.4878615781,0.1291625068,0.1291625068,0.0273857002,0.0433359777
30_19,4094,0.9478028148000001,0.0512649966,0.46425681010000003,0.1219604583,0.1219604583,0.0277479165,0.0326387791
30_20,3419,0.9334241012000001,0.09767309460000001,0.5259636742,0.115868966,0.115868966,0.028227710700000002,0.0470195719
30_21,4086,0.9355063242,0.0390495072,0.4911613576,0.11279455370000001,0.11279455370000001,0.024123365100000002,0.0228422101
30_22,3286,0.9341294793,0.125371628,0.5474889833000001,0.2928880225,0.2928880225,0.0379799793,0.064244059
30_23,3923,0.6923701842000001,0.0991053238,0.786014631,0.2666944284,0.2666944284,0.0524026151,0.0380453476
31_01,3955,0.9968477013,0.0019987779,0.3801089042,0.1564936357,0.1564936357,0.0101263748,0.0062612894
31_02,2272,0.9194618128000001,0.1357624393,0.5106141457,0.086888297,0.086888297,0.026977804600000002,0.021481333300000002
31_03,3700,0.8621659358,0.1909033769,0.5421318113,0.1218746836,0.1218746836,0.038540717700000005,0.037162867700000005
31_04,7185,0.5979531570000001,0.4029318723,0.7023392046,0.1819238292,0.1819238292,0.0497021927,0.0491791476
31_05,3181,0.9976404769,0.0019182822000000002,0.42789735980000004,0.18184704810000002,0.18184704810000002,0.028087159400000002,0.0070839806
31_06,2111,0.94198569,0.0912340264,0.4339354677,0.0724018749,0.0724018749,0.0199731481,0.0151379789
31_07,3693,0.9339247121,0.10344150440000001,0.5435079343,0.1272781583,0.1272781583,0.0272711492,0.0271368066
31_08,7862,0.9002517339,0.14338726070000002,0.5190979008000001,0.1699576675,0.1699576675,0.029230972,0.025953275300000002
31_09,14654,0.960256345,0.0552139982,0.5304450390000001,0.1728004492,0.1728004492,0.0248282056,0.028409319500000002
31_10,13659,0.9376807342000001,0.0932605113,0.5647484854,0.1565347728,0.1565347728,0.026388536100000002,0.0277982685
31_11,3875,0.9543917843,0.059446856000000006,0.40971815580000004,0.0426274969,0.0426274969,0.0251045576,0.0171969416
31_12,4246,0.8013525505,0.1367416393,0.5494441627000001,0.051084948000000005,0.051084948000000005,0.0219947006,0.022978458
31_13,3888,0.8167782719000001,0.12956827710000002,0.4974194243,0.1241690329,0.1241690329,0.023742978,0.0228199898
31_14,3793,0.6199896172,0.1796902152,0.28778906460000003,0.0225406556,0.0225406556,0.0095485811,0.0172486921
31_15,3707,0.8441234735,0.0641791451,0.3571039326,0.0326546766,0.0326546766,0.0140453008,0.011659668500000001
31_16,3910,0.6009357336000001,0.1320062646,0.4229312523,0.0448887444,0.0448887444,0.010568984,0.0174070754
31_17,3993,0.7569175665000001,0.2288736714,0.5500130574000001,0.0538115277,0.0538115277,0.0274045722,0.046389416
31_18,4236,0.4394137608,0.2575594245,0.584088206,0.0903133565,0.0903133565,0.0277123568,0.031020399
31_19,3991,0.9122754344,0.1061013,0.8203591976,0.0739623778,0.0739623778,0.0324376226,0.054022675900000004
31_20,3946,0.8209952203,0.1546378224,0.43512326090000003,0.027301768400000002,0.027301768400000002,0.0099470663,0.0077463489
31_21,4086,0.9293794304,0.1333860262,0.5842018284,0.1370091882,0.1370091882,0.027062344000000002,0.0342042023
32_01,482,0.9971479442000001,0.0030320254,0.8570111693,0.0535498508,0.0535498508,0.22333263650000001,0.0139785924
32_02,434,0.9965101208,0.0030242589,0.7821498115000001,0.0807290537,0.0807290537,0.2587535948,0.017228703
32_03,3238,0.9960612293000001,0.0031246924000000002,0.37898905320000004,0.1249352276,0.1249352276,0.009655068900000001,0.0069212530000000005
32_04,2310,0.8536749492,0.1692207157,0.49461562870000003,0.12840082290000002,0.12840082290000002,0.040125564600000004,0.0477600852
32_05,3648,0.8496012704,0.1533476508,0.5915737538,0.2634717384,0.2634717384,0.0521862415,0.0595492275
32_06,7851,0.9355893200000001,0.09635481230000001,0.5138646560000001,0.16755820130000001,0.16755820130000001,0.0353258257,0.0334435508
32_07,3119,0.991480164,0.0045046446000000006,0.3844463701,0.15502801060000002,0.15502801060000002,0.009889808200000001,0.0082204105
32_08,2240,0.9305835169000001,0.0937518168,0.3694321244,0.0898932327,0.0898932327,0.0174311226,0.030047937400000002
32_09,3736,0.9562621909000001,0.043975233700000005,0.49289643400000005,0.1879119294,0.1879119294,0.0252325253,0.0279057516
32_10,7942,0.9613406525,0.073537739,0.4656174959,0.1423475757,0.1423475757,0.0256575968,0.0240830226
32_11,14684,0.9533088492,0.0600964063,0.5771937867,0.1768461734,0.1768461734,0.025898969900000002,0.030028974400000002
32_12,14704,0.9408406738,0.06688865050000001,0.4893335857,0.21214487510000002,0.21214487510000002,0.0286123549,0.0333615894
32_13,3234,0.9129238229000001,0.0845199492,0.4150570206,0.1112715252,0.1112715252,0.024560655,0.028060553000000002
32_14,2667,0.8884835827,0.11338135190000001,0.4802127494,0.17977389800000002,0.17977389800000002,0.0280608036,0.0473572831
32_15,3627,0.6920757495000001,0.1511725902,0.5334340925000001,0.1483919332,0.1483919332,0.0194397623,0.0240317651
32_16,4390,0.8819247821,0.0639309421,0.4667238258,0.0962644845,0.0962644845,0.0162839965,0.0206771741
32_17,3312,0.8632678027,0.1263202565,0.5338617360000001,0.2494577097,0.2494577097,0.035166965,0.06479022450000001
32_18,3032,0.7557632549000001,0.1168376041,0.4611634887,0.0687831496,0.0687831496,0.015485908500000001,0.0196472613
32_19,2311,0.9531993829000001,0.0412459306,0.5185934182,0.0834168874,0.0834168874,0.028714209600000002,0.0309756796
32_20,3555,0.8437218831000001,0.1408851431,0.5272421472000001,0.1392607827,0.1392607827,0.0345162579,0.0615146754
32_21,2038,0.8123546245000001,0.1603709854,0.6454101666000001,0.19429176780000001,0.19429176780000001,0.0578536673,0.0679925552
32_22,2847,0.9010840071,0.0837756137,0.5359553971000001,0.18091404460000002,0.18091404460000002,0.0447375358,0.0394565201
33_01,2704,0.9522426881,0.1330494345,2.1398641456,0.4771222142,0.4771222142,0.1787841228,0.0653758727
33_02,1285,0.9873713449,0.0095811876,5.0204350487,0.589318627,0.589318627,0.5232330607,0.074170804
34_01,2704,0.9576043402000001,0.1564130467,1.6752111487999999,0.4278153732,0.4278153732,0.1221577612,0.0454764838
34_02,1285,0.987823721,0.0089147949,3.7230878452000002,0.5268176038,0.5268176038,0.35636238940000003,0.06768559710000001
35_01,358,0.9956799659000001,0.001988426,3.4825616496,0.1086348694,0.1086348694,0.4092506274,0.0148121146
35_02,406,0.9944483624,0.002260535,3.1146748334,0.1171333623,0.1171333623,0.4006714008,0.0147941778
35_03,427,0.9950376597,0.0020933038,2.8855569007,0.1336714025,0.1336714025,0.4053729103,0.0136689116
35_04,433,0.9956031057,0.0018074608000000002,2.7461196902,0.1305317185,0.1305317185,0.3966289344,0.0144084148
35_05,427,0.9959085212000001,0.0017233558,2.4404621862,0.1063738424,0.1063738424,0.39032223860000004,0.0188750785
35_06,438,0.9959892952,0.0014935605,2.4822541848,0.1344133146,0.1344133146,0.40010059610000004,0.0142088614
35_07,360,0.9963928886000001,0.0020622074,2.4631939809,0.1288896195,0.1288896195,0.4131280071,0.013635357
35_08,455,0.9955746328,0.0017146196000000001,2.5097108145,0.12901035,0.12901035,0.3946420402,0.0142845091
35_09,384,0.9965909617,0.0016382491,2.0562555084,0.1223488491,0.1223488491,0.3964909981,0.0119103097
35_10,432,0.9964565289,0.0014521225,2.9612646303,0.1189542101,0.1189542101,0.3903558029,0.014836373100000001
35_11,385,0.9953888436,0.001400252,2.5881416569,0.1221962488,0.1221962488,0.389212102,0.0142442262
35_12,397,0.9943183426000001,0.0015225011000000001,2.0358447689,0.1164213982,0.1164213982,0.3824848564,0.0123803694
35_13,454,0.9947256823,0.0013673139,2.4909350656,0.1118982057,0.1118982057,0.3862709428,0.012810552000000001
35_14,411,0.9952876416,0.0016995493,3.2524206062,0.1228100272,0.1228100272,0.3995298967,0.0160836053
35_15,406,0.9964423470000001,0.0015286276,2.5934007797,0.11395593200000001,0.11395593200000001,0.3850587996,0.015125623900000001
35_16,443,0.9953571513,0.0017508909,2.5469058387,0.12167590760000001,0.12167590760000001,0.3973028831,0.0146481257
35_17,167,0.9734231658,0.009949018300000001,4.7766402296,0.2123494445,0.2123494445,0.6833402187000001,0.0334074903
35_18,175,0.9736094769,0.006552645100000001,5.9403178273,0.2084073789,0.2084073789,0.6712149587,0.0320722635
35_19,160,0.9679806449,0.0122563894,4.8969403626,0.2273982266,0.2273982266,0.7525771178,0.031198521000000003
35_20,163,0.9767970683,0.008598661,4.6050825341,0.21584789440000002,0.21584789440000002,0.758523307,0.0351439895
35_21,161,0.9675056331,0.0092602825,4.2922341536,0.2376610654,0.2376610654,0.7905934322,0.0351885261
35_22,167,0.9687915227,0.0099415412,4.9014560173,0.2302348514,0.2302348514,0.7267113439,0.0338374129
35_23,162,0.9694611543,0.0097330261,5.5749236221,0.2714723555,0.2714723555,0.7792090926,0.036194909500000004
35_24,150,0.9655862012,0.007770378400000001,5.9901141663,0.317103746,0.317103746,0.8047160467000001,0.0356583763
35_25,165,0.9763680779,0.0064101325,5.1873256532,0.2572784199,0.2572784199,0.7554629054,0.0379873011
35_26,138,0.97018448,0.0071879276,4.8099974383,0.26513310900000003,0.26513310900000003,0.7850058188,0.0332964445
35_27,9807,0.9718064919,0.0112773885,3.9988920452,0.09062814970000001,0.09062814970000001,0.1932373088,0.0237662758
35_28,417,0.9931583261,0.0018434227,3.2422413288,0.12455482420000001,0.12455482420000001,0.3789730479,0.0143628391
35_29,497,0.9952722162000001,0.0017864541,2.374942765,0.1027026793,0.1027026793,0.3480062322,0.014378247700000001
35_30,412,0.9979845372,0.0011307823,2.409265097,0.10354825200000001,0.10354825200000001,0.3865810585,0.014243699600000001
35_31,421,0.9967421676,0.0017743746,1.912409111,0.1184569476,0.1184569476,0.37690198810000003,0.0147880479
35_32,392,0.9961501593000001,0.0015217302,2.3972315156,0.1289939306,0.1289939306,0.410627721,0.0148090688
35_33,421,0.9957444252000001,0.0014525737,2.6056675207,0.1313012929,0.1313012929,0.413781928,0.013807624800000001
35_34,415,0.9934030869,0.0027189471000000002,2.3669512817,0.11744560920000001,0.11744560920000001,0.40427817660000004,0.0145788419
36_01,557,0.9847114559000001,0.026787363,2.1296013401,0.10153964600000001,0.10153964600000001,0.323935831,0.026054061700000002
36_02,4273,0.9949501341,0.0032662319,3.3745851752,0.1025568719,0.1025568719,0.1858374046,0.0176396038
36_03,3852,0.9968683734,0.0025951931,3.3629951015,0.09204735730000001,0.09204735730000001,0.17160116020000002,0.0165689334
36_04,3726,0.9877743967,0.017268212300000002,2.8868978161000003,0.0819987461,0.0819987461,0.1888321355,0.024841188
36_05,4196,0.9854027867,0.019023005500000002,3.4461038689,0.09830963840000001,0.09830963840000001,0.2074417416,0.02566395
36_06,3896,0.9869831734000001,0.013637198500000001,2.9620093932,0.09964106910000001,0.09964106910000001,0.19478008200000002,0.021765034200000002
36_07,3772,0.9905895372,0.0090922819,2.0779550246,0.0882861047,0.0882861047,0.1905220464,0.0208007969
36_08,3714,0.9945496481,0.0064967374,1.6792379805,0.0878367614,0.0878367614,0.1603607914,0.0179827312
36_09,3890,0.9961329237000001,0.0033780418000000003,1.8020807913999999,0.0810976011,0.0810976011,0.16729921,0.0144223098
36_10,3832,0.9893533695000001,0.0134714033,2.5051605562,0.08294850420000001,0.08294850420000001,0.1818486251,0.0218790674
36_11,4168,0.9902498213,0.0127012118,2.5671453825,0.08729895700000001,0.08729895700000001,0.191514326,0.0234780544
36_12,4585,0.9907122226,0.009576482,2.4829485973,0.0902241532,0.0902241532,0.19631900970000002,0.0206131994
36_13,4247,0.9901691685,0.0110425751,2.941440503,0.09139893190000001,0.09139893190000001,0.2088277053,0.021961586
36_14,4146,0.9888382536,0.013164933600000001,2.6660027268,0.10126850500000001,0.10126850500000001,0.211180885,0.0225826854
36_15,4164,0.9910664585000001,0.010178559200000001,2.4294124223,0.0941135048,0.0941135048,0.2204991672,0.0202708016
36_16,4395,0.9914323344,0.0129186825,2.4906441868,0.0937146239,0.0937146239,0.2023040136,0.020895783
36_17,4359,0.9899652515,0.0086138262,2.5520604521,0.0920729052,0.0920729052,0.1910941646,0.0206349391
36_18,4304,0.9913290557000001,0.0115030089,2.3949504648,0.095189407,0.095189407,0.2009199237,0.0201032421
36_19,4193,0.9905504189000001,0.011686190800000001,2.6245414827999998,0.0979390478,0.0979390478,0.21552882180000002,0.0215368574
36_20,4090,0.9827799396,0.0203140116,2.4473450963,0.0952864996,0.0952864996,0.18612660990000002,0.0289803714
36_21,4030,0.9856944233,0.0142212367,2.1063745138,0.1002407171,0.1002407171,0.2016527516,0.0299482649
36_22,4312,0.97642595,0.025190418000000003,2.3029727865,0.10798717910000001,0.10798717910000001,0.1946917987,0.0323105588
36_23,4392,0.9817597746000001,0.0159426137,2.6353321805,0.1133923701,0.1133923701,0.20267978390000002,0.0299322071
36_24,4153,0.9833534749,0.0176849739,2.5997092151,0.1095021441,0.1095021441,0.2058307265,0.0322012982
36_25,4685,0.9815909064,0.017398009500000002,2.5649089596,0.11558776870000001,0.11558776870000001,0.20531577850000002,0.0318830187
36_26,4237,0.9923850047,0.0083133614,2.3357796672,0.09839201800000001,0.09839201800000001,0.2024176704,0.0212633877
36_27,4247,0.9872496478,0.0150629336,2.3428959569,0.1041069986,0.1041069986,0.2000012279,0.023660566900000003
36_28,2391,0.9876246752000001,0.0127491341,2.7069452635999998,0.10000822100000001,0.10000822100000001,0.22370678700000002,0.024481385300000002
36_29,4469,0.9883114026,0.0122217941,2.7257304708,0.1045834736,0.1045834736,0.2039874372,0.0247341675
36_30,4414,0.9884828787000001,0.0128330371,2.2306070792,0.1043598942,0.1043598942,0.1982232981,0.025097406000000003
36_31,3736,0.9812545751,0.0215429496,2.0843605874,0.09387885680000001,0.09387885680000001,0.1976577994,0.0260505683
36_32,4468,0.9838202037,0.0188138471,2.3647197903,0.10074115950000001,0.10074115950000001,0.2062979218,0.0258504211
36_33,4311,0.9864963376,0.0190552186,2.8911575388,0.0980627377,0.0980627377,0.1996820343,0.0230825155
36_34,4328,0.9739096410000001,0.028059548700000003,2.3929441019,0.10114261740000001,0.10114261740000001,0.1916729104,0.0299885049
36_35,4341,0.9778119025,0.0306085198,2.4778886024,0.10180145680000001,0.10180145680000001,0.2074951478,0.0283744569
36_36,4792,0.9779974505000001,0.0254891389,2.1742509201,0.1002984434,0.1002984434,0.19797987660000002,0.0279913673
36_37,4328,0.9637076462,0.0397738204,2.7129616334,0.1471822472,0.1471822472,0.2010609666,0.0366082812
37_01,511,0.9910835567,0.0025075125,2.1885852099,0.0817941451,0.0817941451,0.2960719169,0.013290511100000001
38_01,352,0.9985026832,0.0025181427,2.2033634089,0.1235560445,0.1235560445,0.3643914006,0.0242295348
38_02,420,0.9980018968000001,0.0032541682,2.4346959565,0.1552519715,0.1552519715,0.4239946746,0.0198041254
38_03,761,0.9821438487,0.019332051200000002,7.1042651934,0.297580202,0.297580202,0.5691427717,0.0498048513
38_04,8631,0.9952853936,0.010263553600000001,3.3266946781,0.16377622760000002,0.16377622760000002,0.3462475374,0.0267783365
39_01,378,0.9982629591000001,0.0010102235,3.2717463682,0.263387238,0.263387238,0.4760137553,0.0222630987
39_02,400,0.9984696483000001,0.0012006718,3.4202705053,0.3034994757,0.3034994757,0.4768639793,0.0239902099
39_03,407,0.9983325468,0.001113049,3.9532644340000003,0.2983319548,0.2983319548,0.4844289519,0.0248258789
39_04,410,0.9987264753,0.0007530113,3.2268566785,0.2487314159,0.2487314159,0.4551365002,0.0228406905
39_05,400,0.9988892035,0.0006741865000000001,3.5421949961,0.2807702268,0.2807702268,0.4797379168,0.0233077792
39_06,368,0.9985480239000001,0.0006841979,3.5133606794,0.2859921847,0.2859921847,0.4812512767,0.0229468364
39_07,367,0.9985022551,0.0008921143,3.0806156535,0.2713040202,0.2713040202,0.4795281423,0.025148773200000002
39_08,350,0.9984956487000001,0.0008534014000000001,3.8216341412,0.255563557,0.255563557,0.4851884993,0.0240027747
39_09,395,0.9985326152,0.0008655217000000001,3.0697723132,0.2158164652,0.2158164652,0.4569940899,0.023989546900000002
39_10,391,0.9982915708000001,0.0007953205,4.6183372391,0.2992289218,0.2992289218,0.4865690657,0.0254810714
39_11,894,0.9944885474,0.0071228584,3.3840928599,0.13523747930000002,0.13523747930000002,0.3084727673,0.0251266949
39_12,427,0.9985110361,0.0009762146000000001,3.9013023354,0.30755925,0.30755925,0.46910785460000004,0.0249353571
39_13,378,0.9984228369,0.0009528622,1.4323388583,0.26472800290000004,0.26472800290000004,0.4773191369,0.0218149766
39_14,399,0.9985369096000001,0.0008315439,3.1622169388,0.2192133655,0.2192133655,0.4591839118,0.0234448742
40_02,4994,0.9804741223000001,0.0123666356,1.4519811242,0.09528031540000001,0.09528031540000001,0.2455748402,0.0199941324
40_03,6188,0.9789954270000001,0.0103095275,1.5914682001,0.0967928213,0.0967928213,0.2562496668,0.021994428
40_04,5897,0.9763201557000001,0.0125052437,1.6230237721,0.1231047658,0.1231047658,0.27745683120000003,0.0227844023
40_05,6085,0.9778196983,0.011492273800000001,1.4039742051,0.1114620295,0.1114620295,0.27321742600000004,0.023010901
40_06,6583,0.9188703443,0.1110283376,1.8156461341,0.08895874000000001,0.08895874000000001,0.2198726105,0.0387460187
